"CPU","Function Name","Module","Inclusive","Exclusive","% Inclusive","% Exclusive","Comment"
"0","SoundOutputThread","main.xex","32450","12135","64,18 %","24,00 %",""
"0","GetVideoFrame","main.xex","4331","4331","8,57 %","8,57 %",""
"0","0x8007FF78","xboxkrnl.exe","2264","2264","4,48 %","4,48 %",""
"0","0x8009F200","xboxkrnl.exe","2088","2088","4,13 %","4,13 %",""
"0","0x8009FA68","xboxkrnl.exe","6542","1671","12,94 %","3,31 %",""
"0","0x8009B36C","xboxkrnl.exe","1516","1516","3,00 %","3,00 %",""
"0","0x8009F1D4","xboxkrnl.exe","1505","1505","2,98 %","2,98 %",""
"0","0x8009B5CC","xboxkrnl.exe","1431","1431","2,83 %","2,83 %",""
"0","0x8009F390","xboxkrnl.exe","8596","1379","17,00 %","2,73 %",""
"0","XAUDIO2::CX2SourceVoice::GetState","main.xex","9503","1350","18,80 %","2,67 %",""
"0","0x80083008","xboxkrnl.exe","5694","1054","11,26 %","2,08 %",""
"0","0x8009E9F0","xboxkrnl.exe","12005","936","23,75 %","1,85 %",""
"0","0x8007FF7C","xboxkrnl.exe","904","904","1,79 %","1,79 %",""
"0","0x91F5F208","xbdm.xex","941","902","1,86 %","1,78 %",""
"0","LEAPCORE::CVoiceSkin::GetPosition","main.xex","3893","707","7,70 %","1,40 %",""
"0","0x80075310","xboxkrnl.exe","8408","661","16,63 %","1,31 %",""
"0","QueueGet","main.xex","604","604","1,19 %","1,19 %",""
"0","0x8007FF80","xboxkrnl.exe","599","599","1,18 %","1,18 %",""
"0","0x80080058","xboxkrnl.exe","568","568","1,12 %","1,12 %",""
"0","0x80084AD0","xboxkrnl.exe","2445","564","4,84 %","1,12 %",""
"0","0x8009B5B0","xboxkrnl.exe","469","469","0,93 %","0,93 %",""
"0","0x80082920","xboxkrnl.exe","2877","437","5,69 %","0,86 %",""
"0","0x80085C24","xboxkrnl.exe","485","434","0,96 %","0,86 %","Recursive"
"0","XLFQueueRemove","main.xex","1016","411","2,01 %","0,81 %",""
"0","0x8007FF84","xboxkrnl.exe","365","365","0,72 %","0,72 %",""
"0","0x8009F7B8","xboxkrnl.exe","680","359","1,34 %","0,71 %",""
"0","WaitForSingleObjectEx","main.xex","12465","352","24,65 %","0,70 %",""
"0","0x8008591C","xboxkrnl.exe","346","346","0,68 %","0,68 %",""
"0","0x8007FF5C","xboxkrnl.exe","331","331","0,65 %","0,65 %",""
"0","0x80080000","xboxkrnl.exe","305","305","0,60 %","0,60 %",""
"0","0x80085924","xboxkrnl.exe","302","302","0,60 %","0,60 %",""
"0","video_ffmepg","main.xex","15949","295","31,55 %","0,58 %",""
"0","0x80083E44","xboxkrnl.exe","276","276","0,55 %","0,55 %",""
"0","0x8009B370","xboxkrnl.exe","272","272","0,54 %","0,54 %",""
"0","0x91F5E988","xbdm.xex","625","271","1,24 %","0,54 %",""
"0","LEAPCORE::CSWVoice::GetPosition","main.xex","259","259","0,51 %","0,51 %",""
"0","0x8009B340","xboxkrnl.exe","247","247","0,49 %","0,49 %",""
"0","ReleaseMutex","main.xex","8750","238","17,31 %","0,47 %",""
"0","D3D::CBlocker::Check","main.xex","240","237","0,47 %","0,47 %",""
"0","0x8008005C","xboxkrnl.exe","235","235","0,46 %","0,46 %",""
"0","0x800800E8","xboxkrnl.exe","212","212","0,42 %","0,42 %",""
"0","CCriticalSectionLock::Enter","main.xex","204","204","0,40 %","0,40 %",""
"0","0x800833C0","xboxkrnl.exe","199","199","0,39 %","0,39 %",""
"0","0x80085928","xboxkrnl.exe","195","195","0,39 %","0,39 %",""
"0","0x80080004","xboxkrnl.exe","186","186","0,37 %","0,37 %",""
"0","RtlLeaveCriticalSection","main.xex","185","185","0,37 %","0,37 %",""
"0","0x8009B598","xboxkrnl.exe","184","184","0,36 %","0,36 %",""
"0","0x8007FF54","xboxkrnl.exe","182","182","0,36 %","0,36 %",""
"0","XAUDIO2::CX2SourceVoice::CommitContextListRemovals","main.xex","1325","179","2,62 %","0,35 %",""
"0","CCriticalSectionLock::Leave","main.xex","175","175","0,35 %","0,35 %",""
"0","0x8009B358","xboxkrnl.exe","174","174","0,34 %","0,34 %",""
"0","0x8009B374","xboxkrnl.exe","173","173","0,34 %","0,34 %",""
"0","0x8009B5B8","xboxkrnl.exe","171","171","0,34 %","0,34 %",""
"0","0x800800E0","xboxkrnl.exe","169","169","0,33 %","0,33 %",""
"0","0x8009B5A0","xboxkrnl.exe","165","165","0,33 %","0,33 %",""
"0","0x8009B5B4","xboxkrnl.exe","163","163","0,32 %","0,32 %",""
"0","0x8009F1C0","xboxkrnl.exe","144","144","0,28 %","0,28 %",""
"0","0x80080060","xboxkrnl.exe","142","142","0,28 %","0,28 %",""
"0","RtlEnterCriticalSection","main.xex","134","134","0,27 %","0,27 %",""
"0","CNonBlockingQueue<XAUDIO2_BUFFER *>::Pop","main.xex","1142","126","2,26 %","0,25 %",""
"0","0x91F5ECC0","xbdm.xex","159","119","0,31 %","0,24 %",""
"0","0x800800EC","xboxkrnl.exe","114","114","0,23 %","0,23 %",""
"0","0x8007FF38","xboxkrnl.exe","110","110","0,22 %","0,22 %",""
"0","0x80085A00","xboxkrnl.exe","110","110","0,22 %","0,22 %",""
"0","NtReleaseMutant","main.xex","104","104","0,21 %","0,21 %",""
"0","0x8008011C","xboxkrnl.exe","100","100","0,20 %","0,20 %",""
"0","0x91F5D848","xbdm.xex","197","99","0,39 %","0,20 %",""
"0","0x80080064","xboxkrnl.exe","79","79","0,16 %","0,16 %",""
"0","0x8008003C","xboxkrnl.exe","68","68","0,13 %","0,13 %",""
"0","XapiFormatTimeOut","main.xex","58","58","0,11 %","0,11 %",""
"0","0x8009B5A4","xboxkrnl.exe","58","58","0,11 %","0,11 %",""
"0","0x8007FF44","xboxkrnl.exe","56","56","0,11 %","0,11 %",""
"0","0x80085A10","xboxkrnl.exe","86","53","0,17 %","0,10 %",""
"0","NtWaitForSingleObjectEx","main.xex","50","50","0,10 %","0,10 %",""
"0","0x8007FFF4","xboxkrnl.exe","50","50","0,10 %","0,10 %",""
"0","0x8007FFF8","xboxkrnl.exe","42","42","0,08 %","0,08 %",""
"0","0x8007FF50","xboxkrnl.exe","41","41","0,08 %","0,08 %",""
"0","0x80085A04","xboxkrnl.exe","40","40","0,08 %","0,08 %",""
"0","0x8009F1B8","xboxkrnl.exe","37","37","0,07 %","0,07 %",""
"0","0x80088008","xboxkrnl.exe","37","37","0,07 %","0,07 %",""
"0","0x8007FF58","xboxkrnl.exe","37","37","0,07 %","0,07 %",""
"0","0x91F5D7F8","xbdm.xex","156","37","0,31 %","0,07 %",""
"0","0x80085B48","xboxkrnl.exe","46","36","0,09 %","0,07 %",""
"0","0x800800F8","xboxkrnl.exe","35","35","0,07 %","0,07 %",""
"0","0x800833D4","xboxkrnl.exe","34","34","0,07 %","0,07 %",""
"0","0x8007FF30","xboxkrnl.exe","34","34","0,07 %","0,07 %",""
"0","0x800800DC","xboxkrnl.exe","33","33","0,07 %","0,07 %",""
"0","0x8007FF40","xboxkrnl.exe","33","33","0,07 %","0,07 %",""
"0","0x800833D0","xboxkrnl.exe","33","33","0,07 %","0,07 %",""
"0","0x8009F1D8","xboxkrnl.exe","31","31","0,06 %","0,06 %",""
"0","0x800859DC","xboxkrnl.exe","30","30","0,06 %","0,06 %",""
"0","0x800833C4","xboxkrnl.exe","30","30","0,06 %","0,06 %",""
"0","0x80085930","xboxkrnl.exe","29","29","0,06 %","0,06 %",""
"0","0x80085A08","xboxkrnl.exe","27","27","0,05 %","0,05 %",""
"0","0x80080018","xboxkrnl.exe","26","26","0,05 %","0,05 %",""
"0","0x80091788","xboxkrnl.exe","369","26","0,73 %","0,05 %",""
"0","0x800800D4","xboxkrnl.exe","26","26","0,05 %","0,05 %",""
"0","0x8007FF48","xboxkrnl.exe","26","26","0,05 %","0,05 %",""
"0","0x80085870","xboxkrnl.exe","23","23","0,05 %","0,05 %",""
"0","0x800833C8","xboxkrnl.exe","23","23","0,05 %","0,05 %",""
"0","0x80085948","xboxkrnl.exe","23","23","0,05 %","0,05 %",""
"0","0x80085950","xboxkrnl.exe","22","22","0,04 %","0,04 %",""
"0","0x8009B34C","xboxkrnl.exe","22","22","0,04 %","0,04 %",""
"0","0x80080008","xboxkrnl.exe","21","21","0,04 %","0,04 %",""
"0","0x80080030","xboxkrnl.exe","21","21","0,04 %","0,04 %",""
"0","0x80085938","xboxkrnl.exe","21","21","0,04 %","0,04 %",""
"0","0x80085958","xboxkrnl.exe","20","20","0,04 %","0,04 %",""
"0","0x80085960","xboxkrnl.exe","20","20","0,04 %","0,04 %",""
"0","0x91F29028","xbdm.xex","21","20","0,04 %","0,04 %",""
"0","0x80085918","xboxkrnl.exe","19","19","0,04 %","0,04 %",""
"0","0x80085880","xboxkrnl.exe","19","19","0,04 %","0,04 %",""
"0","0x80088014","xboxkrnl.exe","18","18","0,04 %","0,04 %",""
"0","0x8009B5D0","xboxkrnl.exe","18","18","0,04 %","0,04 %",""
"0","0x80085940","xboxkrnl.exe","18","18","0,04 %","0,04 %",""
"0","WaitForSingleObject","main.xex","18","18","0,04 %","0,04 %",""
"0","0x80088010","xboxkrnl.exe","18","18","0,04 %","0,04 %",""
"0","0x80080120","xboxkrnl.exe","18","18","0,04 %","0,04 %",""
"0","D3D::CDevice::BlockOnFence","main.xex","258","17","0,51 %","0,03 %",""
"0","0x800858E8","xboxkrnl.exe","17","17","0,03 %","0,03 %",""
"0","0x80080128","xboxkrnl.exe","17","17","0,03 %","0,03 %",""
"0","D3D::SetPending_AluConstants","main.xex","17","17","0,03 %","0,03 %",""
"0","0x8009B350","xboxkrnl.exe","16","16","0,03 %","0,03 %",""
"0","0x8009B380","xboxkrnl.exe","16","16","0,03 %","0,03 %",""
"0","0x80080010","xboxkrnl.exe","16","16","0,03 %","0,03 %",""
"0","0x800858C4","xboxkrnl.exe","16","16","0,03 %","0,03 %",""
"0","0x80085A0C","xboxkrnl.exe","15","15","0,03 %","0,03 %",""
"0","0x80083F00","xboxkrnl.exe","296","15","0,59 %","0,03 %",""
"0","0x8009B388","xboxkrnl.exe","15","15","0,03 %","0,03 %",""
"0","0x80087FD0","xboxkrnl.exe","15","15","0,03 %","0,03 %",""
"0","0x91F5DA50","xbdm.xex","15","15","0,03 %","0,03 %",""
"0","0x91F90194","xbdm.xex","15","15","0,03 %","0,03 %",""
"0","0x80085914","xboxkrnl.exe","14","14","0,03 %","0,03 %",""
"0","0x8007FF34","xboxkrnl.exe","14","14","0,03 %","0,03 %",""
"0","0x80085D9C","xboxkrnl.exe","26","14","0,05 %","0,03 %",""
"0","0x80080020","xboxkrnl.exe","13","13","0,03 %","0,03 %",""
"0","0x8008001C","xboxkrnl.exe","13","13","0,03 %","0,03 %",""
"0","0x91F5DA54","xbdm.xex","13","13","0,03 %","0,03 %",""
"0","0x91F73E04","xbdm.xex","13","13","0,03 %","0,03 %",""
"0","0x8009B5A8","xboxkrnl.exe","13","13","0,03 %","0,03 %",""
"0","0x8009B384","xboxkrnl.exe","12","12","0,02 %","0,02 %",""
"0","0x80085910","xboxkrnl.exe","12","12","0,02 %","0,02 %",""
"0","0x80085920","xboxkrnl.exe","12","12","0,02 %","0,02 %",""
"0","0x91F8FA04","xbdm.xex","12","12","0,02 %","0,02 %",""
"0","0x80080038","xboxkrnl.exe","12","12","0,02 %","0,02 %",""
"0","0x8009B378","xboxkrnl.exe","12","12","0,02 %","0,02 %",""
"0","0x80080100","xboxkrnl.exe","12","12","0,02 %","0,02 %",""
"0","0x800800F4","xboxkrnl.exe","12","12","0,02 %","0,02 %",""
"0","0x80099378","xboxkrnl.exe","12","12","0,02 %","0,02 %",""
"0","0x80080124","xboxkrnl.exe","11","11","0,02 %","0,02 %",""
"0","0x80080034","xboxkrnl.exe","11","11","0,02 %","0,02 %",""
"0","0x800800D8","xboxkrnl.exe","11","11","0,02 %","0,02 %",""
"0","0x8008592C","xboxkrnl.exe","10","10","0,02 %","0,02 %",""
"0","0x91F73DF4","xbdm.xex","10","10","0,02 %","0,02 %",""
"0","0x80085934","xboxkrnl.exe","10","10","0,02 %","0,02 %",""
"0","0x80096240","xboxkrnl.exe","14","10","0,03 %","0,02 %",""
"0","0x8009B348","xboxkrnl.exe","10","10","0,02 %","0,02 %",""
"0","0x800800F0","xboxkrnl.exe","10","10","0,02 %","0,02 %",""
"0","0x80088028","xboxkrnl.exe","9","9","0,02 %","0,02 %",""
"0","0x8007FFB0","xboxkrnl.exe","9","9","0,02 %","0,02 %",""
"0","0x8007FF4C","xboxkrnl.exe","9","9","0,02 %","0,02 %",""
"0","0x800859E4","xboxkrnl.exe","9","9","0,02 %","0,02 %",""
"0","0x91F73DF8","xbdm.xex","8","8","0,02 %","0,02 %",""
"0","0x91F73FCC","xbdm.xex","8","8","0,02 %","0,02 %",""
"0","0x80087FDC","xboxkrnl.exe","7","7","0,01 %","0,01 %",""
"0","0x8009F1BC","xboxkrnl.exe","7","7","0,01 %","0,01 %",""
"0","0x91F73FC8","xbdm.xex","7","7","0,01 %","0,01 %",""
"0","0x800892B0","xboxkrnl.exe","7","7","0,01 %","0,01 %",""
"0","0x91F503F0","xbdm.xex","109","7","0,22 %","0,01 %",""
"0","0x8007FFB8","xboxkrnl.exe","7","7","0,01 %","0,01 %",""
"0","0x800858F8","xboxkrnl.exe","6","6","0,01 %","0,01 %",""
"0","0x80085E68","xboxkrnl.exe","6","6","0,01 %","0,01 %",""
"0","0x80087E68","xboxkrnl.exe","6","6","0,01 %","0,01 %",""
"0","0x8008595C","xboxkrnl.exe","6","6","0,01 %","0,01 %",""
"0","0x91F73DC0","xbdm.xex","6","6","0,01 %","0,01 %",""
"0","D3D::SetPending_RenderStates","main.xex","6","6","0,01 %","0,01 %",""
"0","0x80085964","xboxkrnl.exe","6","6","0,01 %","0,01 %",""
"0","0x91F73E48","xbdm.xex","6","6","0,01 %","0,01 %",""
"0","0x8008532C","xboxkrnl.exe","6","6","0,01 %","0,01 %",""
"0","0x91F73FA0","xbdm.xex","6","6","0,01 %","0,01 %",""
"0","0x80085954","xboxkrnl.exe","5","5","0,01 %","0,01 %",""
"0","0x8008593C","xboxkrnl.exe","5","5","0,01 %","0,01 %",""
"0","0x91F5D998","xbdm.xex","5","5","0,01 %","0,01 %",""
"0","0x91F73FD0","xbdm.xex","5","5","0,01 %","0,01 %",""
"0","0x800887D8","xboxkrnl.exe","5","5","0,01 %","0,01 %",""
"0","0x91F73E24","xbdm.xex","5","5","0,01 %","0,01 %",""
"0","0x80083E40","xboxkrnl.exe","5","5","0,01 %","0,01 %",""
"0","0x80087E6C","xboxkrnl.exe","5","5","0,01 %","0,01 %",""
"0","0x91F901A4","xbdm.xex","5","5","0,01 %","0,01 %",""
"0","0x80087FEC","xboxkrnl.exe","5","5","0,01 %","0,01 %",""
"0","0x80083F90","xboxkrnl.exe","327","5","0,65 %","0,01 %",""
"0","D3DDevice_Swap","main.xex","184","4","0,36 %","0,01 %",""
"0","0x80085944","xboxkrnl.exe","4","4","0,01 %","0,01 %",""
"0","0x80085F94","xboxkrnl.exe","6","4","0,01 %","0,01 %",""
"0","0x80087E70","xboxkrnl.exe","4","4","0,01 %","0,01 %",""
"0","0x91F73E00","xbdm.xex","4","4","0,01 %","0,01 %",""
"0","0x80087FE0","xboxkrnl.exe","4","4","0,01 %","0,01 %",""
"0","0x91F38D70","xbdm.xex","156","4","0,31 %","0,01 %","Recursive"
"0","0x91F2CD88","xbdm.xex","4","4","0,01 %","0,01 %",""
"0","0x8009DA40","xboxkrnl.exe","36","4","0,07 %","0,01 %",""
"0","0x80089978","xboxkrnl.exe","4","4","0,01 %","0,01 %",""
"0","0x91F298E8","xbdm.xex","4","4","0,01 %","0,01 %",""
"0","D3D::P_QPC","main.xex","4","4","0,01 %","0,01 %",""
"0","0x8009D2C8","xboxkrnl.exe","24","4","0,05 %","0,01 %",""
"0","0x80087FF0","xboxkrnl.exe","4","4","0,01 %","0,01 %",""
"0","0x8008800C","xboxkrnl.exe","4","4","0,01 %","0,01 %",""
"0","0x81958EB8","xam.xex","4","4","0,01 %","0,01 %",""
"0","0x80088018","xboxkrnl.exe","4","4","0,01 %","0,01 %",""
"0","0x80080014","xboxkrnl.exe","4","4","0,01 %","0,01 %",""
"0","D3D::SetSurfaceClip","main.xex","4","4","0,01 %","0,01 %",""
"0","D3D::CDevice::AddCallsToPrimaryBuffer","main.xex","7","4","0,01 %","0,01 %",""
"0","0x8008594C","xboxkrnl.exe","4","4","0,01 %","0,01 %",""
"0","0x8009B5D4","xboxkrnl.exe","4","4","0,01 %","0,01 %",""
"0","0x8008000C","xboxkrnl.exe","4","4","0,01 %","0,01 %",""
"0","D3D::CDevice::BlockOnPrimaryRange","main.xex","3","3","0,01 %","0,01 %",""
"0","D3D::SetLiteralShaderConstants","main.xex","3","3","0,01 %","0,01 %",""
"0","D3D::ResetAllState","main.xex","3","3","0,01 %","0,01 %",""
"0","0x91247330","community.xex","4","3","0,01 %","0,01 %",""
"0","0x80088000","xboxkrnl.exe","3","3","0,01 %","0,01 %",""
"0","0x91F73DC8","xbdm.xex","3","3","0,01 %","0,01 %",""
"0","0x91F90198","xbdm.xex","3","3","0,01 %","0,01 %",""
"0","0x80087FFC","xboxkrnl.exe","3","3","0,01 %","0,01 %",""
"0","0x80085330","xboxkrnl.exe","3","3","0,01 %","0,01 %",""
"0","0x80087FF8","xboxkrnl.exe","3","3","0,01 %","0,01 %",""
"0","0x800833CC","xboxkrnl.exe","3","3","0,01 %","0,01 %",""
"0","0x81959EB8","xam.xex","3","3","0,01 %","0,01 %",""
"0","0x800858E4","xboxkrnl.exe","3","3","0,01 %","0,01 %",""
"0","0x80089274","xboxkrnl.exe","3","3","0,01 %","0,01 %",""
"0","D3D::ClearF","main.xex","12","3","0,02 %","0,01 %",""
"0","0x80088040","xboxkrnl.exe","7","3","0,01 %","0,01 %",""
"0","0x91F73DF0","xbdm.xex","3","3","0,01 %","0,01 %",""
"0","0x80087E58","xboxkrnl.exe","3","3","0,01 %","0,01 %",""
"0","0x8008802C","xboxkrnl.exe","3","3","0,01 %","0,01 %",""
"0","0x8009D160","xboxkrnl.exe","4","3","0,01 %","0,01 %",""
"0","0x80087FD8","xboxkrnl.exe","3","3","0,01 %","0,01 %",""
"0","0x8009B59C","xboxkrnl.exe","3","3","0,01 %","0,01 %",""
"0","D3D::SetPending_Shaders","main.xex","7","3","0,01 %","0,01 %",""
"0","0x91F2DEA8","xbdm.xex","5","3","0,01 %","0,01 %",""
"0","0x800858DC","xboxkrnl.exe","3","3","0,01 %","0,01 %",""
"0","0x80087E28","xboxkrnl.exe","3","3","0,01 %","0,01 %",""
"0","GetCurrentThreadId","main.xex","3","3","0,01 %","0,01 %",""
"0","0x91F29468","xbdm.xex","16","3","0,03 %","0,01 %",""
"0","0x80087E20","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"0","0x8009B5AC","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"0","D3DDevice_SetRenderTarget","main.xex","3","2","0,01 %","0,00 %",""
"0","0x91F73E10","xbdm.xex","2","2","0,00 %","0,00 %",""
"0","D3D::RingBufferDeviceAllocate","main.xex","3","2","0,01 %","0,00 %",""
"0","0x8007FFF0","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"0","0x91F502D0","xbdm.xex","2","2","0,00 %","0,00 %",""
"0","0x80085338","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"0","0x80087E18","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"0","0x91F901A0","xbdm.xex","2","2","0,00 %","0,00 %",""
"0","0x800E0A90","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"0","0x800897F0","xboxkrnl.exe","6","2","0,01 %","0,00 %",""
"0","0x80087E60","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"0","CPointerList<IXAudio2EngineCallback,1,4294967295,0>::RemoveAt","main.xex","2","2","0,00 %","0,00 %",""
"0","D3D::InsertCallback","main.xex","3","2","0,01 %","0,00 %",""
"0","0x91F317E8","xbdm.xex","2","2","0,00 %","0,00 %",""
"0","0x91F5DA80","xbdm.xex","2","2","0,00 %","0,00 %",""
"0","D3DDevice_Resolve","main.xex","5","2","0,01 %","0,00 %",""
"0","0x8008801C","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"0","0x80085888","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"0","0x91F8FA70","xbdm.xex","2","2","0,00 %","0,00 %",""
"0","0x818E1958","xam.xex","2","2","0,00 %","0,00 %",""
"0","0x91F9019C","xbdm.xex","2","2","0,00 %","0,00 %",""
"0","0x80087E54","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"0","0x80088004","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"0","0x8009FB18","xboxkrnl.exe","3","2","0,01 %","0,00 %",""
"0","D3DDevice_SetSamplerState_MagFilter","main.xex","2","2","0,00 %","0,00 %",""
"0","0x8009D950","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"0","0x80088FB0","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"0","D3DDevice_SetScissorRect","main.xex","2","2","0,00 %","0,00 %",""
"0","0x91F29768","xbdm.xex","26","2","0,05 %","0,00 %",""
"0","0x91F52128","xbdm.xex","142","2","0,28 %","0,00 %",""
"0","0x800924D8","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"0","memcpy","main.xex","2","2","0,00 %","0,00 %",""
"0","0x80080A88","xboxkrnl.exe","6","2","0,01 %","0,00 %",""
"0","0x91F5DA6C","xbdm.xex","2","2","0,00 %","0,00 %",""
"0","Idle","","2","2","0,00 %","0,00 %",""
"0","0x8193ADE0","xam.xex","3","2","0,01 %","0,00 %",""
"0","0x91F5CDE8","xbdm.xex","2","2","0,00 %","0,00 %",""
"0","D3DDevice_SetTexture","main.xex","2","2","0,00 %","0,00 %",""
"0","0x80085878","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"0","0x91F73E6C","xbdm.xex","2","2","0,00 %","0,00 %",""
"0","0x80088020","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"0","0x91F5DA7C","xbdm.xex","2","2","0,00 %","0,00 %",""
"0","0x80089298","xboxkrnl.exe","2","2","0,00 %","0,00 %",""
"0","0x8009F478","xboxkrnl.exe","45","2","0,09 %","0,00 %",""
"0","0x8009D970","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","0x91F8FBB4","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","0x800858D4","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","D3D::CDevice::BlockOnSecondaryPosition","main.xex","1","1","0,00 %","0,00 %",""
"0","0x800858D0","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","D3DDevice_SetPixelShader","main.xex","1","1","0,00 %","0,00 %",""
"0","D3D::HandleCaptureState","main.xex","159","1","0,31 %","0,00 %",""
"0","0x91F73DFC","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","0x91F8FA10","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","D3D::CDevice::CreateInvalidateBuffer","main.xex","1","1","0,00 %","0,00 %",""
"0","0x8007FF9C","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","0x81DEAF34","xam.xex","1","1","0,00 %","0,00 %",""
"0","0x81929950","xam.xex","1","1","0,00 %","0,00 %",""
"0","0x80095DA8","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","0x91F73FF8","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","0x81928908","xam.xex","2","1","0,00 %","0,00 %",""
"0","0x80087E50","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","D3D::ClearRect","main.xex","2","1","0,00 %","0,00 %",""
"0","D3DDevice_IsFencePending","main.xex","1","1","0,00 %","0,00 %",""
"0","D3DDevice_Present","main.xex","207","1","0,41 %","0,00 %",""
"0","0x8009948C","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","D3D::CDevice::KickOffSegment","main.xex","4","1","0,01 %","0,00 %",""
"0","0x80099118","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","D3D::CDevice::KickOff","main.xex","11","1","0,02 %","0,00 %",""
"0","0x91F73E40","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","0x8192E3E0","xam.xex","1","1","0,00 %","0,00 %",""
"0","D3D::PixSyncronizeToPresentationInterval","main.xex","1","1","0,00 %","0,00 %",""
"0","0x91F543A0","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","0x91F5D938","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","D3DDevice_SetStreamSource","main.xex","1","1","0,00 %","0,00 %",""
"0","0x800892C4","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","0x91F5D994","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","0x8007FFC8","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","D3D::FindTextureSize","main.xex","1","1","0,00 %","0,00 %",""
"0","D3D::IsFloatGpuFormat","main.xex","1","1","0,00 %","0,00 %",""
"0","0x91F51860","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","0x91F8FDA4","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","0x80095D10","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","D3D::CBlocker::CBlocker","main.xex","1","1","0,00 %","0,00 %",""
"0","0x91F5DA98","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","0x800858D8","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","D3D::QueueShaderWriteback","main.xex","1","1","0,00 %","0,00 %",""
"0","0x91F73E30","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","D3DDevice_SetVertexShader","main.xex","1","1","0,00 %","0,00 %",""
"0","0x8009FC6C","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","0x91F8FA6C","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","D3D::BlockSizeOfGpuFormat","main.xex","1","1","0,00 %","0,00 %",""
"0","0x91F77778","xbdm.xex","4","1","0,01 %","0,00 %",""
"0","0x8007FFC0","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","0x800890C0","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","0x8007FF8C","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","0x8009D948","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","RtlpCoalesceFreeBlocks","main.xex","1","1","0,00 %","0,00 %",""
"0","0x80087E10","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","0x91F743A0","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","0x80099120","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","0x8009B408","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","0x8007FFDC","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","0x8009D928","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","0x91F57590","xbdm.xex","3","1","0,01 %","0,00 %",""
"0","0x91F73E18","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","0x80087E98","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","0x9124F340","community.xex","1","1","0,00 %","0,00 %",""
"0","0x91F73E20","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","0x91F73FC4","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","0x91F5DA68","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","0x91F5D7A8","xbdm.xex","1","1","0,00 %","0,00 %",""
"0","0x800858F0","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
"0","0x80092410","xboxkrnl.exe","1","1","0,00 %","0,00 %",""
